title,rating,price,rating counter,sold,description,shop name,url,store location
dbE DJ200 High Quality DJ Headphone,4.9,Rp399.000,1.718,2000,"dbE DJ200 adalah headphone DJ yang dirancang untuk Bass Lovers  Dirancang dengan 40mm driver untuk portability, DJ200 memiliki bentuk oval yang menyesuaikan dengan daun telinga sehingga nyaman dipakai. Headphone Padnya menggunakan PU Leather berkualitas tinggi sehingga nyaman dipakai dan tidak terlalu panas.  Karakter suaranya dominan bass dengan clear mid dan high.  Spesifikasi : Driver : 40mm Impedance : 32 Ohm +- 5% Freq Response : 20-20 kHz Sensitivity : 105 dB +- 3 dB Kabel : 2m Coiled dengan dual plug (6.3mm/3.5mm) Microphone : ada  Untuk Headphone Case berkualitas tinggi untuk headphone kesayangan anda, silakan order yang ini kak https://www.tokopedia.com/dbeofficial/dbe-headphone-hardcase-size-m  Cara Mengganti Pads : https://www.youtube.com/watch?v=eINkp7_x70A  Headphone Case yang cook untuk DJ200 : https://www.tokopedia.com/dbeofficial/dbe-headphone-case-untuk-dj80-dj100-dj200-dj300-hbt100",dbE Official,https://www.tokopedia.com/dbeofficial/dbe-dj200-high-quality-dj-headphone?extParam=ivf%3Dfalse%26keyword%3Dheadphone&src=topads,Jakarta Selatan
Marshall Monitor III ANC Headphone - Black,5,Rp4.999.000,7,12,"Dapatkan poin MyEraspace setiap pembelian di ""Marshall Official Store"" dengan cara berikut:1. Daftar menjadi member atau Login di eraspace.com2. Kunjungi eraspace.com/myeraspace/claim-transaction, lalu pilih Klaim Transaksi3. Masukkan No Invoice dari TokopediaNote : Alamat email yang digunakan untuk transaksi di ""Marshall Official Store"" harus sama dengan email yang didaftarkan di MyEraspace",Marshall Official Store,https://www.tokopedia.com/marshallofficialstore/marshall-monitor-iii-anc-headphone-black?extParam=ivf%3Dtrue%26keyword%3Dheadphone&src=topads,Kab. Tangerang
B21 Bone Conduction Headphone  Waterproof Bluetooth Headset IPX 8 32GB,5,Rp725.000,11,21,"Suara bening, barang bagus kualitas okTrue Bone Conduction Swimming Headphone With Mic and Memory 32GB Waterproof Bluetooth Headset Wireless IPX8 Diving Underwater sport Earphone up to 10 m divingB21 ModelFeatures:1, Bone Conduction Technology: Bone conduction headphones help you avoid danger meanwhile use it.2, IPX8 Level Waterproof for Swimming : IPX8 waterproof technology,designed for swimming,Please use mp3 mode when swimming, water will affect the Bluetooth connection3, SD card & Bluetooth V5.0 Technology: This bone conduction headphones built-in 32GB Memory Card, included MP3 player.4, Magnetic Charging Design: Fully enclosed structure design can provide with better waterproof performance.5, Multifunction Button: Only one button easy controls to play, pause, skip, activate voice assistant, and answer calls.",Multi Factory Store,https://www.tokopedia.com/multifactorystore/b21-bone-conduction-headphone-waterproof-bluetooth-headset-ipx-8-32gb?extParam=ivf%3Dfalse%26keyword%3Dheadphone&src=topads,Jakarta Pusat
Sennheiser HD400S / HD 400 S / HD400 S Around ear Headphones - Black,4.9,Rp1.068.940,28,90,"Fitur :Kualitas suara Sennheiser yang terkenal untuk pengalaman mendengarkan yang unik.Mikrofon internal dan kendali jarak jauh untuk panggilan dan musik.Headphone di sekitar telinga yang tertutup kembali mengurangi kebisingan latar belakang yang tidak diinginkan untuk kenyamanan Anda.Headphone yang ringan dan dapat dilipat untuk penyimpanan yang mudah saat bepergian.HD 400S memiliki fitur smart remote satu tombol yang terletak dengan nyaman di kabel, yang memungkinkan Anda untuk mengontrol musik dan menerima panggilan dengan mudah, dan desain lipat yang kokoh membuat headphone ini tahan lama dan cukup ringkas untuk dibawa ke mana saja. Driver dinamis Sennheiser memberikan respons suara yang diperluas dengan bass dinamis.Spesifikasi :Impedance : 18 Frequency response (Microphone) : 100  10,000 Hz (-10 dB)Frequency response (Headphones) : 1820,000 Hz (-10 dB)Sound pressure level (SPL) : 120dB (1kHz/1Vrms)THD, total harmonic distortion : <0.5% (1kHz/100dB)Ear coupling : Over-EarJack plug : 3.5mm angledCable length : 1.4mTransducer principle : DynamicWeight : 217gPick-up pattern : Omni directionalMicrophone sensitivity : 44dbV/PaAcoustics : ClosedSensitivity : 120 dB SPL @ 1 kHz, 1V RMSIsi dalam kemasan :Sennheiser HD 400S around-ear headphonesRCS 400 detachable single-sided cable with 1-button remote and 3.5 mm angled plugGaransi Resmi 24 Bulan Sennheiser",ST-Toms.co,https://www.tokopedia.com/itoms/sennheiser-hd400s-hd-400-s-hd400-s-around-ear-headphones-black?extParam=ivf%3Dtrue%26keyword%3Dheadphone&src=topads,Jakarta Utara
Abyss Diana DZ Audiophile Planar Headphone - Purple Abalone,,Rp56.950.000,,,"Meet Diana DZ, the latest in the evolution of the Diana series of ABYSS Headphones. This new model is built upon a lightweight machined aluminum frame with a highly engineered internal structure providing strength and acoustics to compliment the newly developed DZ planar speaker driver. We’ve reduced weight down to 315 grams (without ear pads), the lightest Diana headphone ever produced, and added a soft sling to the headband assembly for exceptional comfort.A newly developed 63 mm ABYSS planar speaker driver with 50 ohm impedance offers the highest resolution of any Diana model. Diana DZ is relatively easy to drive but very much so excels with higher-end electronics and sources, tube or solid state.Diana DZ has beautiful imaging and realism to sound, like opening a larger window to the music with a big soundstage, micro detail, and depth. In essence DZ has a near limitless ability to scale with the best systems available, and constantly rewards it’s owner with cool insights into the music and system changes.Choose from a beautifully curated selection of color options with custom exotic inlays of New Zealand Abalone or Forged Carbon.Highlights:- Made in USA- High-tech polymer ceramic finish with custom exotic inlays.- Large 63 mm patented planar speakers designed specifically for Diana DZ deliver the ABYSS signature sound with spacious soundstage and powerful bass.- Fibonacci side hole pattern optimized for DZ properly tunes the sound while following a natural flow of air.- Magnetic headband size adjustments with no parts to wear for long-term reliability- Custom hard carry case with velvet lined interior fits and protects Diana like a glove- Open back design allows for a more spacious sound- Weight 315 grams; 370-385 grams depending on ear pad configuration.- Impedance 50 ohms- Sensitivity 92 dB/mw- Frequency Response 5 Hz-65 KHzGaransi Resmi 1 TahunBeyond The Music contact :0813.7000.9002 / 0813.7000.6807",Beyond the Music,https://www.tokopedia.com/beyondthemusic/abyss-diana-dz-audiophile-planar-headphone-purple-abalone-f94c0?extParam=ivf%3Dfalse%26keyword%3Dheadphone&src=topads,Jakarta Pusat
Abyss Diana DZ Audiophile Planar Headphone - Purple Abalone,,Rp56.950.000,,,"Meet Diana DZ, the latest in the evolution of the Diana series of ABYSS Headphones. This new model is built upon a lightweight machined aluminum frame with a highly engineered internal structure providing strength and acoustics to compliment the newly developed DZ planar speaker driver. We’ve reduced weight down to 315 grams (without ear pads), the lightest Diana headphone ever produced, and added a soft sling to the headband assembly for exceptional comfort.A newly developed 63 mm ABYSS planar speaker driver with 50 ohm impedance offers the highest resolution of any Diana model. Diana DZ is relatively easy to drive but very much so excels with higher-end electronics and sources, tube or solid state.Diana DZ has beautiful imaging and realism to sound, like opening a larger window to the music with a big soundstage, micro detail, and depth. In essence DZ has a near limitless ability to scale with the best systems available, and constantly rewards it’s owner with cool insights into the music and system changes.Choose from a beautifully curated selection of color options with custom exotic inlays of New Zealand Abalone or Forged Carbon.Highlights:- Made in USA- High-tech polymer ceramic finish with custom exotic inlays.- Large 63 mm patented planar speakers designed specifically for Diana DZ deliver the ABYSS signature sound with spacious soundstage and powerful bass.- Fibonacci side hole pattern optimized for DZ properly tunes the sound while following a natural flow of air.- Magnetic headband size adjustments with no parts to wear for long-term reliability- Custom hard carry case with velvet lined interior fits and protects Diana like a glove- Open back design allows for a more spacious sound- Weight 315 grams; 370-385 grams depending on ear pad configuration.- Impedance 50 ohms- Sensitivity 92 dB/mw- Frequency Response 5 Hz-65 KHzGaransi Resmi 1 TahunBeyond The Music contact :0813.7000.9002 / 0813.7000.6807",Beyond the Music,https://www.tokopedia.com/beyondthemusic/abyss-diana-dz-audiophile-planar-headphone-purple-abalone-f94c0?extParam=ivf%3Dfalse%26keyword%3Dheadphone&src=topads,Jakarta Pusat
KIIP WIRELESS DTS10 BLUETOOTH HEADPHONE BONE CONDUCTION HEADSET - Hitam,4.9,Rp184.000,195,250,"Headphone Bluetooth WIreless DTS10 mentransmisikan suara ke pendengaran melalui konduksi tulang, bukan melalui transmisi suara agar tidak merusak gendang telinga. memiliki bass yang tidak kalah dengan headphone tradisional, kualitas suara kuat dan bagus tanpa menyakiti telinga.Secara efektif mengurangi kebocoran suara, menjaga privasi. Menggunakan teknologi koneksi nirkabel Bluetooth 5.3 generasi ketiga, kekuatan sinyal yang lebih stabil dan hemat dayaBody nya ringan, bahannya ramah kulit dan nyaman dipakai dalam waktu yang lama, dengan desain on-ear yang ergonomis, sehingga Anda tidak perlu khawatir jatuh saat Anda bergerak.Suara HiFi dan latency rendah sangat cocok untuk bermain game, mendengarkan musik dan menonton filmPanduan pemakaian :- Double click : Lagu sebelumnya/ Lagu selanjutnya- Tekan lama selama 3 detik : Hidupkan/matikan- Klik : Jawab/tutup teleponTekan lama selama 2 detik : Tolak teleponSpesifikasi Produk :Versi Bluetooth : 5.3Kapasitas Baterai earpiece : 150mAhWaktu pengisian : 2 jamWaktu mendengarkan : 7 jam (Volume 70%)Waktu Siaga : 10 daysWireless range : 10MCharging Input : 5V/500mAPort Charger : Type cMax power : 500mWImpedance : Up to 32ΩResistance : 20ΩFrekuensi : 10Hz - 2000HzSensitivity : 36dBMaterial : ABSOperating frequency band : 2.402-2.480GHzWaterproof grade : IPX56Berat produk : 25grBerat Paket : 205grIsi paket:1* KiiP Wireless DTS10 Wireless Headphone Bone ConductionGaransi: 12 Bulan (Cacat pabrik, langsung ganti baru. Kerusakan akibat pengguna= garansi void)",CJmart,https://www.tokopedia.com/cjmart-1/kiip-wireless-dts10-bluetooth-headphone-bone-conduction-headset-hitam-fd046?extParam=cmp%3D1%26ivf%3Dtrue%26keyword%3Dheadphone&src=topads,Kota Bandung
Mojawa Run Plus - IP68 Waterproof Sports Headphones - Biru,4.9,Rp1.500.000,92,100,"GARANSI MGH RESMI 1 TAHUN (S&K berlaku)SPECIFICATION: Technology: World’s 1st Dual Suspension Anchor System + 4th Gen Patented Maglev-Bass ActuatorWaterproof: IP 68 Waterproof for SwimmingStorage: 32GB of MP3 StorageWeight: 29.7g Bluetooth: 5.2 Battery Type: Li-Polymer battery Playtime: 8 hours (75% volume) Charging time: 50 minutes Quick Charge: Yes. 5-minute quick charge for an additional 80 minutes IP Rating: IP67 Noise Cancelling: ENC WHAT'S IN THE BOX Mojawa Run Plus x 1 ｜ Headphone Pouch x1 ｜ User Guide x 1 ｜ Earplugs x 2 ｜ Charger x 1Whether you are in water or on land, Mojawa Run Plus delivers consistent and outstanding sound quality.•	[Open-Ear Safety and Comfort]: Run Plus bone conduction headphones engineered to deliver a bud-free pain-free audio experience for comfort, while ensures complete awareness of your surroundings for safety. Professionally designed for sports, work, and everyday use.•	[MP3 Mode & Bluetooth Mode]: Enjoy audio file with built-in MP3 player comes with a 32GB memory card that can store up to 8000 songs or audiobooks without phone. Alternatively, can be connected via Bluetooth 5.2.•	[IP68 Waterproof]: The Bluetooth Headphones is IP68 waterproof rating and can be submerged 2 meters underwater for up to 2 hours. Run Plus’ built-in MP3 player and compatibility with swim caps and goggles makes it the ideal choice for swimmers.•	[8H Playtime(at 75% volume) with Fast Charge] : A single charge can provide up to 8 hours of continuous music and podcasts to keep you energized during training. With Quick Charge, a 5-minute charge can extend your usage by 80 minutes.•	[Five Grammy-winning audio producers fine-tuned and endorsed]: To deliver an unparalleled listening experience. Combined with our patented Original Physical Bass Strengthen Technology and Dual Suspension Anchor System, the Run Plus offers exceptional audio quality with deep, rich bass, luscious mids, and detailed sound across the entire audio spectrum.",Mojawa Official Store,https://www.tokopedia.com/mojawa/mojawa-run-plus-ip68-waterproof-sports-headphones-biru-5ef8b?extParam=ivf%3Dfalse%26keyword%3Dheadphone&src=topads,Jakarta Barat
SONY WH-CH720N Wireless Noise Cancelling Headphone / CH720N - White,5,Rp1.599.000,574,1000,"Nikmati kenyamanan sepanjang hari tanpa gangguan suara apapunDengan teknologi Noise Cancelling, desain ringan, dan daya tahan baterai yang tahan lama, Anda bisa menikmati musik lebih lama dan tanpa gangguan latar belakang.Noise Cancelling dengan teknologi Dual Noise Sensor dan Integrated Processor V1.Desain ringan yang sangat nyaman.Daya tahan baterai hingga 35 jamDSEE memulihkan suara frekuensi tinggi dan suara redup yang halus yang hilang dalam kompresi.General FeaturesDriver Unit : Dynamic, 30 mmFrequency Response : 7 Hz - 20 000 Hz (JEITA)Cord Length : approx. 1.2 mCord type : Single-sided (detachable)Plug : Gold-plated L-shaped stereo mini plugGeneral Features (Active Headphones) : YesSensitivity (dB/mW) : 108 dB/mWFrequency Response (Bluetooth Communication) : Frequency Range(A2DP): 20 Hz - 20 000 Hz (Sampling frequency 44.1 kHz)BatteryBattery Charge Method : USBBATTERY LIFE (CONTINUOUS COMMUNICATION TIME) : Max. 35 hours (NC ON), Max. 40 hours (NC OFF)General Features(Active Headphones) : Max. 35 hours (NC ON), Max. 50 hours (NC OFF)Bluetooth SpecificationBluetooth version : BLUETOOTH Specification Version 5.2Effective Range : Approx. 10 m (30 ft)FREQUENCY RANGE : 2.4 GHz band (2.400 0 GHz - 2.483 5 GHz)Profile : A2DP, AVRCP, HFP, HSPSupported Audio Format(s) : SBC, AACSupported Content Protection : SCMS-TNoise CancelingAmbient Sound Mode : YesWhat’s in the Box- Connection Cable- USB Cable",Sony Audio Official,https://www.tokopedia.com/sony-audio/sony-wh-ch720n-wireless-noise-cancelling-headphone-ch720n-1730727442238572002?extParam=ivf%3Dtrue%26keyword%3Dheadphone&src=topads,Jakarta Pusat
dbE HBT180NC Hybrid ANC Overear Headphone,4.9,Rp299.000,284,250,"HBT180NC adalah headphone wireless hybrid ANC dengan performa yang fenomenal di kelasnya dimana kualitas suara pada mode ANC nyaris tanpa distorsi dibandingkan dengan mode normal, performa seperti ini jarang sekali ditemui pada headphone di rentang harga seperti ini. Selain ANC headphone ini juga memiliki 2 ENC mic pada setiap sisinya untuk kualitas komunikasi yang sangat baik.Sedangkan pada desain, HBT180NC memiliki fitur foldable sehingga mudah untuk dibawa dan tidak memakan ruang penyimpanan berlebih. HBT180NC juga dibekali dengan padding yang empuk dan memiliki ukuran earpad over-ear yang berarti earpad tidak menekan telinga dan akan membuat headphone ini sangat nyaman untuk digunakan dalam waktu yang lama sekalipun.Untuk menambah kenyamanan, kami menggunakan plastik ABS special berdaya tahan tinggi untuk dbE HBT180NC dengan berat hanya 206 gram. Dengan berat hanya sekitar 200 gram, anda dapat mengenakan headphone ini selama berjam-jam tanpa rasa pegal.Spesifikasi :Driver : 40mm High Quality Dynamic DriverNoise Cancelation Type : Hybrid ANC sampai 35 dBFrequency Range : 20 Hz - 20 kHzLatency : 100-150 msDaya Tahan Baterai : 50 Jam non ANC mode, 30 jam dengan ANC volume 60%Berat Headphone : 206 GramMode yang tersedia : Normal, Active Noise Cancelling, Transparency ModeHeadphone Case yang cook untuk HBT180NC  :https://www.tokopedia.com/dbeofficial/dbe-headphone-case-untuk-dj80-dj100-dj200-dj300-hbt100",dbE Official,https://www.tokopedia.com/dbeofficial/dbe-hbt180nc-hybrid-anc-overear-headphone?extParam=ivf%3Dtrue%26keyword%3Dheadphone&src=topads,Jakarta Selatan
KIIP TH60 Headset Bluetooth 5.3 Headphone Earphone Mic - Hijau,5,Rp184.000,52,100,"#CarbonOfficialMOHON DIPERHATIKAN YA KAK TERIMA KASIH+ GARANSI RESMI KIIP 12 Bulan+ Langsung kami ganti baru jika ada kerusakan pabrik dalam waktu 2 x 24 jam setelah barang diterima+ Garansi Toko (2x24 Jam) Berlaku jika Pesanan BELUM DISELESAIKAN+ Untuk menambah keamanan packing : https://tokopedia.link/HdNzUJLiDyb+ WAJIB KIRIM UNBOXING VIDEO FULLHAPPY SHOPPING===============KIIP TH60 Headset Bluetooth 5.3 Headphone Earphone Mic#SAAT PENGGUNAAN DENGAN KABEL AUX/JACK AUDIO ,FUNGSI TOMBOL PADA HEADPHONE TIDAK AKAN BERFUNGSIKeunggulan Produk :- Dapat dikoneksikan dengan 2 buah device sekaligus- Audio AUX yang kompatibel dengan banyak perangkat android atau ios- Memiliki design yang cantik dan berbagai macam warna gradient yang indah- Memory Foam berkualitas tinggi yang nyaman dan aman untuk kulit- Suara Musik Hifi support dengan smartphone, laptop dan komputerSpesifikasi Produk :Bluetooth version : V5.3Bluetooth distance : 10mSpeaker size : 40mmFrequency range : 20Hz-20KHzImpedence of glass speaker : 32Sensitivity : 96dBPlaying time : about 10 hours (50% volume)Battery capacity : 250 mAhCharging time : 2 HoursStandby time: 100 HoursKabel koneksi : 3.5mm audio cableBerat Paket : 520grIsi Kemasan: 1* KiiP Wireless TH60 Headphone Bluetooth",Carbon Official Store,https://www.tokopedia.com/carbonofficial/kiip-th60-headset-bluetooth-5-3-headphone-earphone-mic-hijau-2b2f2?extParam=ivf%3Dfalse%26keyword%3Dheadphone%26search_id%3D20250114104223FD057DD9BB888533FT17%26src%3Dsearch,Jakarta Utara
Nakamichi OW1500ANC Active Noise Cancelling Wireless Headphone ANC HD - Hitam,4.9,Rp394.900,217,250,"Nakamichi OW1500ANC Active Noise Canceling Wireless Headphones Color; Black & Beige Active Noise Cancellation (ANC)Fitur Active Noise Cancellation merupakan fitur kedap suara yang dirancang untuk menghilangkan kebisingan suara disekitar kamu. Kamu dapat mendengarkan telepon atau musik dengan jelas dan nyaman tanpa gangguan Super bassDilengkapi dengan bass yang super kuat membuat pengalaman bermusik kamu lebih mengesankan, coba dan rasakan sendiri pengalamannya Line in (3.5mm)Dilengkapi kabel line-in 3.5mm untuk perangkat musik eksternal, bisa kamu gunakan untuk device apa saja Microphone for handsfree callKamu dapat melakukan panggilan menggunakan headphone tanpa ribetExtra long playtime up to 30 hoursBaterai yang super awet untuk mendengarkan musik favoritmu tanpa batas dengan waktu pengecasan selama 2.5 jam Foldable for easy carryHeadphone yang dapat dilipat sehingga praktis untuk dibawa dan digunakan kemanapun kamu pergi Support voice assistantKamu dapat mengontrol ponsel cerdas kamu dengan fitur voice assistant dengan sekali sentuhan dan memberi perintah Specification: Bluetooth Version : V5.3Bluetooth Profiles : HFP, A2DP, AVRCPAudio Decode : SBC, AACANC Amplitude : -20dB ~ -22dBFrequency Range : 20Hz-20KHzDistance : ≥10mSensitivity : 120dB ± 3dBImpedance : 32Ω ± 15%Battery Capacity : 300mAh 3.7VInput : DC 5V/1AWeight : 220gDimensions : L165xW82xH183mmAccessories : Headphone, audio cable, USB type-C, instructionsGaransi Produk (s&k berlaku)- Cacat produksi : bukan karena penggunaan (terjatuh, masuk air, kesalahan instalasi, perubahan tegangan listrik, dsb)- Proses pembelian belum selesai : penggantian produk baru (produk cacat produksi) via sistem marketplace- Proses pembelian selesai : garansi 1 tahun (1x penggantian produk)- Wajib Video Unboxing untuk pengajuan Komplain",Nakamichi Indonesia,https://www.tokopedia.com/nakamichi-id/nakamichi-ow1500anc-active-noise-cancelling-wireless-headphone-anc-hd-hitam-bcdd1?extParam=ivf%3Dtrue%26keyword%3Dheadphone%26search_id%3D20250114104223FD057DD9BB888533FT17%26src%3Dsearch,Jakarta Barat
Dolphin DS80 DS-80 Monitoring Headphone,4.9,Rp590.000,14,20,BARANG ORIGINAL & BERGARANSI 6 BULAN!Link Extra Bubble Wrap Agar Pesanan Lebih Aman Gak Bikin DegDeg-anLink : https://www.tokopedia.com/sevenstereo/extra-bubble-wrap-tebalClosed designSpeaker driver : 50 MMSensitivy :98 +3dBImpedansi : 32 OhmFrekuensi respon : 10Hz-35KHzMax Power : 1500 mWRms Power : 350 mWCable :3 MtrKonector : Trs 3.5mm - 6.5mm,SEVEN STEREO,https://www.tokopedia.com/sevenstereo/dolphin-ds80-ds-80-monitoring-headphone?extParam=ivf%3Dfalse%26keyword%3Dheadphone%26search_id%3D20250114104223FD057DD9BB888533FT17%26src%3Dsearch,Kota Bandung
Headset Bluetooth Jete-11 Headphone Bando Jete - 11 Earphone Handsfree,4.7,Rp119.900,162,250,"Keuntungan membeli di JETE Indonesia: 1. Harga Inc PPN 11% (bisa menerbitkan faktur pajak) 2. Barang Asli, Baru dan Bergaransi Resmi 3. Selalu Ready Stock dan Siap Kirim 4. Packing Aman dan Rapi 5. Pengiriman Tepat Waktu 6. Pelayanan Ramah dengan Product Knowledge yang Baik 7. Proses Klaim Garansi Mudah  amp; dibantu Hingga Selesai 8. Banyak Bonus dan Voucher Cashback yang didapatkan 9. Memiliki Cabang Toko Resmi Offline yang tersebar di seluruh Indonesia  7 Keunggulan dari Headset Bluetooth Jete 11  1. Desain Compact Model headset ini berbeda dari tipe yang sebelumnya karena dirancang sangat compact jadi lebih mudah dalam penyimpanan. Dengan Housing yang dapat diputar 180 derajat membuat lebih fleksibel  2. Baterai Tahan Lama Daya tahan baterai 6 jam untuk play time dan hanya dibutuhkan sekitar 1.5 jam untuk mengisi daya sampai penuh  3. Mudah Pairing Dilengkapi bluetooth versi 5.0 sehingga proses pairing dengan smartphone jadi lebih mudah  4. Earpads Lembut Bantalan earpads headphone ini super lembut dan pas di telinga sehingga nyaman di buat dalam jangka waktu lama  5. Super Deep Bass Kualitas suara yang dihasilkan dari headphone ini sangat memukau dan sangat terasa bassnya   6. Noise Cancelling Dengan fitur ini membantu untuk meredam suara disekitar saat mendengarkan musik favorit  7. Smart Button Dengan dibekali kabel aux 1.2 meter dan smart button yang dapat menerima panggilan, pause/play musik favorit Anda  Spesifikasi Headset Jete  Merk : Jete  Model : 11  Bluetooth Connection : NFC, Bluetooth 5.0  Play Time : 6 hours  Microphone : Yes  Volume Control : Yes  Micro SD Slot : Yes  Include : kabel untuk charge  Battery Capacity : 250 mAh  Warna : Hitam",JETE Indonesia,https://www.tokopedia.com/gojeteindonesia/headset-bluetooth-jete-11-headphone-bando-jete-11-earphone-handsfree?extParam=ivf%3Dfalse%26keyword%3Dheadphone%26search_id%3D20250114104223FD057DD9BB888533FT17%26src%3Dsearch%26whid%3D16178163,Kota Bandung
Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling - Silver,4.9,Rp3.499.000,574,1000,"Garansi Resmi 1 Tahun PT. Sony IndonesiaKey features : Noice cancelling Fast pair with Bluetooth 5.2 Hi-Res Audio Hi-Res Audio Wireless Intuitive Touch Google Assistant Superior Call Quality DSEE Extreme Dynamic Driver X Adaptive Sound Control AutomaticallyThe WF-1000XM5 feature cutting-edge technology to deliver premium sound quality and the best noise-cancelling performance on the market. Real-time audio processors and high-performance mics power the specially designed driver unit, for wide frequency reproduction, deep bass and clear vocals. They are designed to immerse you in a sound so good, it's feels like youre in the studio with your favourite artists. The WF-1000XM5 headphones raise the bar for distraction-free listening and clarity.The WF-1000XM5 reduces external noise over a wide bandwidth, from low to high frequencies. It contains two proprietary processors that cancel more external noise than ever, a new high-performance driver unit Dynamic Driver X, dual feedback microphones, and innovative Noise Isolation Earbud Tips for a more stable fit. Real-time noise-cancelling processing can be optimised to provide the best performance for your environment, so you will hear a big difference, especially in aeroplanes, trains, or buses.",Sony Center Official,https://www.tokopedia.com/sony/sony-wf-1000xm5-wf-1000xm5-wf1000xm5-headphone-noise-canceling-silver?extParam=ivf%3Dtrue%26keyword%3Dheadphone%26search_id%3D20250114104223FD057DD9BB888533FT17%26src%3Dsearch%26whid%3D2211429,Jakarta Selatan
"Koss KSC75 On-Ear Clip Headphone, Deep Bass, Portable",4.9,Rp545.000,30,60,"100% Produk ORIGINAL dari Koss USA!Koss KSC75 sangat ringan dan akan terpasang dengan nyaman di teligamu. Meski begitu kualitas suaranya sangat akurat dengan hampir tidak ada distorsiKenapa MEMILIH produk ini? Dengan desain sport-clip yg terasa pas disekitar telinga, bagian bantalannya jg bergerak mengikuti permukaan telinga untuk menambah kenyamanan Titanium-coated drivers memberikan suara yang mendetail Cocok untuk handphone, MP3 Player, PC, laptop, peralatan studio, DJ, radio, dan peralatan lainCATATAN:- In the box: 1 Koss KSC75 headphone- Panjang kabel: 4 ft/120 cm- Tipe sambungan: L-shaped Aux/Audio jack 3.5mm",Maimiqa,https://www.tokopedia.com/maimiqa/koss-ksc75-on-ear-clip-headphone-deep-bass-portable?extParam=ivf%3Dtrue%26keyword%3Dheadphone&src=topads,Jakarta Barat
SONY MDR-ZX110AP Black On Ear Headphone / ZX110 / ZX-110AP / ZX 110 AP,4.9,Rp199.000,4.131,8000,"Headphone dengan desain simple dan terdapat microfon untuk menerima panggilan telpon dimanapun anda berada. Bantalan telinga yang empuk cocok untuk pemakaian jangka panjang. desain yang unik dalam lipat membuat mudah untuk dibawa, Panjang kabel 1.2 m. warna yang elegan dan minimalis , Fitur Umum:  Warna Hitam & Putih Input 3.5mm jack Product Line Headphone Microphone",Sony Audio Official,https://www.tokopedia.com/sony-audio/sony-mdr-zx110ap-black-on-ear-headphone-zx110-zx-110ap-zx-110-ap?extParam=cmp%3D1%26ivf%3Dfalse%26keyword%3Dheadphone&src=topads,Jakarta Pusat
Sudio R3 R 3 Wireless Bluetooth ENC Headphones Headset - Black,4.5,Rp559.000,2,80,"Note :Sudio R3 R 3 Wireless Bluetooth Headphones HeadsetGaransi Resmi 1 TahunCharge, connect and play. These comfortable headphones are ready to gowherever you go. Slip these headphones on as you head out the door. With up to 35 hours of playtime, enjoy extra reliable Bluetooth 5.4 connection, andavailable in 4 easy-to-match colours.OVER-EAR HEADPHONESBUILT-IN MICROPHONES (1 TOTAL)BLUETOOTH 5.4SWEAT & SPLASH RESITANTUP TO 35 HOURS PLAY TIME3.5MM AUX INPUTSOUND PROFILEA balanced, grounded sound. The Sudio R3 keeps it real, and things don’t get lost in the mix.SOUNDNoise Isolation : ENCDriver size : 40mmDriver type : DynamicImpedance : 32ΩSensitivity : 108dBDESIGNFit : Over-Ear HeadphonesButtons : Touch panel + key controlMicrophone : 1 MicrophoneWater protection level : Splash resistantBATTERYPlay time : Up to 35 hoursCONNECTIVITYWireless : YesBluetooth version : 5.4Range : 10 mMultipoint Bluetooth Connection : NoBluetooth codec : SBCCharging type : USBUSB contact type : Type-C",Official Brands,https://www.tokopedia.com/official-brands/sudio-r3-r-3-wireless-bluetooth-enc-headphones-headset-black-69a29?extParam=ivf%3Dfalse%26keyword%3Dheadphone&src=topads,Jakarta Barat
